Bew.-Nr.,Firmenname,Adresse,PLZ,Ort/Region,Kategorie,Weitere Aktivitäten,Tierart,Latitude,Longitude
42144811,Schlachtanlage Nussbaum,Sägegasse 27,3110.0,Münsingen BE,SH,SH(II),"B, C, O, P",46.8735889,7.5547362
41374856,Schlachtanlage Nussbaum,Stockentalstrasse 70,3647.0,Reutigen BE,SH,"SH(II), SH(III)","B, C, O, P",46.6959777,7.6185674
42870330,Schlachtanlage Oberli,,6197.0,Schangnau BE,SH,"SH(II), SH(III)","B, C, O, P",46.82784,7.85987
70148495,Schlachtanlage Oensingen,Hauptstrasse 84,4702.0,Oensingen SO,SH,"SH(II), SH(III)","B, C, O, P",47.289916,7.7260478
70148872,Schlachtanlage Raft Metzg-Hüsi,Dorf ,3655.0,Sigriswil BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P",46.71656,7.71335
41468509,Schlachtanlage Reber,,3555.0,Trubschachen BE,SH,,"B, C, O, P",46.92228,7.8452
70148940,Schlachtanlage Rest. Linde,,3664.0,Burgistein BE,SH,"SH(III), GHE(IV)","B, C, O, P, S",46.78464,7.49988
70148825,Schlachtanlage Rohrbach,Walke 10,4938.0,Rohrbach BE,SH,"SH(II), SH(III)","B, C, O, P",47.1376231,7.80054
50679991,Schlachtanlage Rufener,,3638.0,Blumenstein BE,SH,"SH(II), SH(III)","B, C, O, P",46.7421,7.52136
80527620,Schlachtanlage Rychener,Eggiwilstrasse 13,3535.0,Schüpbach BE,SH,SH(III),"B, C, O, P",46.9241442,7.7412137
41262277,Schlachtanlage Schaufelberger Bernhard GmbH,Bernstrasse 60,3267.0,Seedorf BE BE,SH,SH(III),"B, C, O, P",47.0355586,7.3120877
66108846,Schlachtanlage Schenk,,3036.0,Detligen BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P",47.00308,7.27357
70218372,Schlachtanlage Schwellenkorpo.- Aareboden,Mattenweg 8,3855.0,Brienz BE BE,SH,,"B, C, O, P",46.7477689,8.0631743
43045641,Schlachtanlage Segessenmann,Dorfstrasse 5,3305.0,Scheunen BE,SH,"SH(II), GHE(IV)","B, C, O, P",47.0695921,7.4589116
41525078,Schlachtanlage Soltermann,,3367.0,Thörigen BE,SH,"SH(III), GHE(IV)","B, C, O, P, S",47.17306,7.72888
41502112,Schlachtanlage Sommer,Trachselwaldstrasse 3,3455.0,Grünen BE,SH,,"B, C, O, P, S",47.0244477,7.7414386
43067446,Schlachtanlage Steffisburg Siegenthaler Hans,Unterer Riederenweg 64,3612.0,Steffisburg BE,SH,SH(II),"B, C, O, P",46.7945667,7.6133549
70218325,Schlachtanlage Stengeli,,3150.0,Schwarzenburg BE,SH,"SH(II), SH(III)","B, C, O, P, S",46.81811,7.34208
70657648,Schlachtanlage Stettler Schüpfen GmbH,Bergackerweg 1,3054.0,Schüpfen BE,SH,,"B, C, O, P",47.0360723,7.3766105
41273813,Schlachtanlage Stucki,Worbstrasse 1,3067.0,Boll BE,SH,,"B, C, O, P",46.9540004,7.5489304
42886571,Schlachtanlage Stähli Stähli Peter &amp; Silvia,Niederboden ,3622.0,Homberg b. Thun BE,SH,,"B, C, O, P",46.77642,7.68322
80556967,Schlachtanlage Tanner,Hausmattweid 2,3152.0,Mamishaus BE,SH,SH(III),"B, C, O, P, S",46.811139,7.3613809
41275014,Schlachtanlage Tschanz,Hauptstrasse 12,4936.0,Kleindietwil BE,SH,"SH(II), GHE(IV)","B, C, O, P",47.1446429,7.7906711
42926936,Schlachtanlage Von Allmen Ulrich Von Allmen,Eschen ,3826.0,Gimmelwald BE,SH,,"B, C, O",46.546,7.89149
70148736,Schlachtanlage VVK Lenk i.S.,Lenkstrasse ,3775.0,Lenk im Simmental BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.45826,7.44298
70149567,Schlachtanlage VVK Oberwil i.S.,Hüpbach ,3765.0,Oberwil im Simmental BE,SH,,"B, C, O, P",46.65688,7.43513
70148720-2,Schlachtanlage VVK Reutigen,,3647.0,Reutigen BE,SH,,"B, C, O, P",46.69363,7.62102
70148673,Schlachtanlage VVK Rüeggisberg,,3088.0,Rüeggisberg BE,SH,,"B, C, O, P, S",46.82216,7.4389
80521189,Schlachtanlage VVK Uetendorf,,3661.0,Uetendorf BE,SH,SH(II),"B, C, O, P",46.77392,7.57251
70148778,Schlachtanlage VVK Viehversicherungskasse,Urbachseystrasse 31a,3860.0,Meiringen BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.7314943,8.170322
45070373,Schlachtanlage Walterswil,Ruessenstrasse 5b,6340.0,Baar ZG,"SH, CP","SH(II), CP(II), SH(III), CP(III), PP(VI)","B, C, O, P, S",47.19544,8.53701
70148516,Schlachtanlage Welschenrohr,Dünnernstrasse 314,4716.0,Welschenrohr SO,SH,"SH(II), SH(III)","B, C, O, P",47.2800072,7.5313911
41537361,"Schlachtbetrieb Gunzwil, Estermann Heinrich",Sagen ,6222.0,Gunzwil LU,SH,,"B, C, O, P",47.21072,8.17932
61184033,Schlachtbetrieb Gyrenbad,Höhenstr. 106,8340.0,Hinwil ZH,SH,"SH(II), SH(III)","B, C, O, P, S",47.3091774,8.8723096
52840881,Schlachtbetrieb Häberli Peter,Käppelistr. 1,6287.0,Aesch LU LU,SH,,"B, C, O, P",47.2553189,8.237795
107,Schlachtbetrieb St.Gallen SBAG,Schlachthofstr. 24,9015.0,St. Gallen SG,SH,,B,47.4070575,9.2907866
78556103,Schlachtbetrieb Visperterminen,,3932.0,Visperterminen VS,SH,,"B, C, O",46.25899,7.90192
61138063,Schlachtgen. Burgdorf &amp; Umgeb.,,3400.0,Burgdorf BE,SH,,"B, C, O, P, S",47.05901,7.62786
65350977,Schlachthaus Bödemli AG,Turbachstrasse 59,3780.0,Gstaad BE,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.4709771,7.2984801
70218152,Schlachthaus Engelberg,Engelbergerstrasse 125,6390.0,Engelberg OW,SH,SH(III),"B, C, O",46.8240514,8.3837429
70678957,Schlachthaus Gamsen,,3900.0,Brig VS,SH,,"B, C, O, P, S",46.31667,7.98333
41567717,Schlachthaus Rüti-Büron AG,Rütistrasse ,6233.0,Büron LU,"SH, CP",PP(VI),"B, C, O, P, S",47.21206,8.09421
70148233,Schlachthaus Wilchingen,Schlachthaus Wilchingen an der Bettengasse Vers. Nr. 72,8217.0,Wilchingen SH,SH,"SH(II), SH(III)","B, C, O, P, S",47.66745,8.46774
70218262,Schlachthausgem.Dägerlen-Hettlingen,Dorfstr. 10A,8471.0,Rutschwil (Dägerlen) ZH,SH,"SH(II), SH(III)","B, C, O, P, S",47.5583421,8.7284482
61772356,Schlachthausgenossenschaft,,4900.0,Langenthal BE,SH,,"B, C, O, P, S",47.21584,7.79453
70147863,Schlachthauskorporation Tuttwil,,9546.0,Tuttwil TG,SH,SH(II),"B, C, O, P",47.48351,8.94218
70600421,Schlachthausverein Arn,Hüttenstr. 17,8810.0,Horgen ZH,SH,"SH(II), SH(III)","B, C, O, P, S",47.2377494,8.6157829
70149090,Schlachthausverein Oerlingen,Weiherstr. 2,8461.0,Oerlingen ZH,SH,"SH(II), SH(III)","B, C, O, P, S",47.6238208,8.6760769
71511286,Schlachthof,,3907.0,Simplon Dorf VS,SH,,"B, C, O, P",46.19451,8.05753
71689667,Schlachthof Baumgartner,Unterdorfstr. 10,9451.0,Kriessern SG,SH,,"B, C, O, P, S",47.3664114,9.6080799
41140868,Schlachthof Büttner AG,Industriestrasse Althau 15,5303.0,Würenlingen AG,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",47.5303719,8.2415312
61601494,"Schlachthof Gruben Huus-Metzg, Notschlachtlokal Niederuzwil",Grueben ,9244.0,Niederuzwil SG,SH,"SH(II), SH(III)","B, C, O, P, S",47.44655,9.14165
80373292,Schlachthof Metzgerei G. Zuber Ag,Metzgerei ,3922.0,Stalden VS VS,SH,,"B, C, O, P, S",46.23341,7.87273
63392618,Schlachthof Metzgerei Mark AG,Lundnerstrasse 69,7222.0,Lunden GR,SH,"SH(III), GHE(IV)","B, C, O, P, S",46.95134,9.71429
65395213,Schlachthof Mittelbünden AG,Unterrealta ,7408.0,Cazis GR,"SH, CP",SH(II),"B, C, O, P, S",46.72308,9.42881
69519825,Schlachthof Zermatt,,3920.0,Zermatt VS,SH,,"B, C, O, P, S",46.02126,7.74912
79910235,Schlachthüsi Freimettigen,Katzengässli 1,3510.0,Konolfingen BE,SH,"SH(II), SH(III)","B, C, O, P, S",46.8716487,7.6275033
ZB-69834275,Schlachthüsli Fey GmbH,Dielsdorferstr. 2,8173.0,Neerach ZH,SH,,B,47.510702,8.4776473
69834275,Schlachthüsli Fey GmbH,Dielsdorferstr. 2,8173.0,Neerach ZH,SH,"SH(II), SH(III)","B, C, O, P, S",47.510702,8.4776473
70148254,Schlachtlokal Arisdorf,Hauptstrasse 72,4422.0,Arisdorf BL,SH,"SH(III), GHE(IV)","B, C, O, P",47.510207,7.7651008
70148275,Schlachtlokal Bennwil,Spittelerweg 1,4431.0,Bennwil BL,SH,,"B, C, O, P",47.4034863,7.780186
74342247,Schlachtlokal Carnatira Janki SA,Via Staziun 8,7156.0,Rueun GR,SH,"SH(III), GHE(IV)","B, C, O, P, S",46.7749614,9.1468181
55143351,Schlachtlokal Curschellas SA,Via Alpsu 73,7188.0,Sedrun GR,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.679635,8.7735124
70687422,Schlachtlokal Diegten,Zälghagweg 55,4457.0,Diegten BL,SH,,"B, C, O",47.4123463,7.8130524
65199213,Schlachtlokal Fleischgenossenschaft Sernftal,Sernftalstrasse 38,8765.0,Engi GL,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.9827638,9.1461965
70148144,Schlachtlokal Fleischzentrum Klosters Davos AG,Gulfiastrasse 38,7252.0,Klosters Dorf GR,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.8823961,9.8690069
70148191,Schlachtlokal Furna,Geissbodenweg 3,7232.0,Furna GR,SH,"SH(III), GHE(IV)","B, C, O, P, S",46.9350868,9.6784953
45865628,Schlachtlokal Gelterkinden,Fabrikweg 11,4460.0,Gelterkinden BL,SH,,"B, C, O, P",47.4660985,7.8585637
68085888,Schlachtlokal Genossenschafts-Metzgerei,Gewerbestrasse 6,7107.0,Safien Platz GR,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.6794739,9.3147272
64842232,Schlachtlokal Grava,,7452.0,Cunter GR,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.60959,9.58978
42550678,Schlachtlokal Hartmann,Oberdorfstrasse 11,7202.0,Says GR,SH,,"B, C, O, P",46.90737,9.58238
51958523,Schlachtlokal Hatecke,Center Augustin ,7550.0,Scuol GR,SH,"SH(III), GHE(IV)",B,46.79676,10.30595
70627177,Schlachtlokal Hofmetzgerei Sonnenrüti,Medergerstrasse 4,7057.0,Langwies GR,SH,GHE(IV),"B, C, O",46.81925,9.70938
42516614,Schlachtlokal Hösli Metzg AG,Oswald-Heer-Strasse 13,8750.0,Glarus GL,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",47.037795,9.0699194
70603202,Schlachtlokal Jenins,Sägenstrasse 14,7307.0,Jenins GR,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P",47.0027055,9.5600479
70148322,Schlachtlokal Känerkinden,Hauptstrasse 30,4447.0,Känerkinden BL,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P",47.4119972,7.8360897
80616867,Schlachtlokal Limpachtal z.Hd. Herrn Martin Reber,Hauptstrasse 31,4588.0,Oberramsern SO,SH,"SH(II), SH(III)","B, C, O, P",47.1144675,7.4626211
40818715,Schlachtlokal Lozza,Metzgerei ,7180.0,Disentis/Mustér GR,SH,,"B, C, O, P",46.70341,8.8509
40239837,Schlachtlokal Metzgerei Berwert AG,Adlerstrasse 19,8868.0,Oberurnen GL,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",47.1137597,9.0582475
73200196,Schlachtlokal Metzgerei Hefti Zizers,Oberauweg 4,7205.0,Zizers GR,SH,"SH(III), GHE(IV)","B, C, O, P, S",46.9340176,9.5586377
51973888,Schlachtlokal Metzgerei Spiess GmbH,Voa Principala 34 /Postfach 937,7078.0,Lenzerheide/Lai GR,SH,SH(II),"B, C, O, P",46.7253593,9.5580277
66501258,Schlachtlokal Meztga Viamala,Pitgogna 19,7440.0,Andeer GR,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.6036061,9.425733
70602628,Schlachtlokal Münstertal,Döss da Somvih 105,7537.0,Müstair GR,SH,"SH(III), GHE(IV)","B, C, O, P, S",46.62683,10.44624
70603223,Schlachtlokal Nay Ivo,Via d'Industria 17,7166.0,Trun GR,SH,"SH(III), GHE(IV)","B, C, O, P, S",46.7422915,8.9925329
63284295,Schlachtlokal Pally,Metzgerei ,7184.0,Curaglia GR,SH,"SH(III), GHE(IV)","B, C, O",46.67341,8.8579
70148186,Schlachtlokal Trimmis,Karlihof 2,7203.0,Trimmis GR,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",46.9000187,9.5637066
70602607,Schlachtlokal Tschuppina,Via Cuort 16,7165.0,Breil/Brigels GR,SH,,"B, C, O, P, S",46.76986,9.06036
40818694,Schlachtlokal Venzin,Via Sursilvana 23,7180.0,Disentis/Mustér GR,SH,"SH(III), GHE(IV)","B, C, O, P",46.7061097,8.856592
65754310,Schlachtlokal Vrin,Sut Vitg 51C,7149.0,Vrin GR,SH,"SH(III), GHE(IV)","B, C, O, P, S",46.6551751,9.1002124
70148390,Schlachtlokal Wenslingen,Hauptstrasse 11,4493.0,Wenslingen BL,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P",47.4379394,7.9112146
60250302,Schlachtlokal Wiederkehr,Refontana ,6544.0,Braggio GR,SH,,"B, C",46.30277,9.1238
46121029,Schlachtlokal Zanetti,Quadra Secha 37B,7556.0,Ramosch GR,SH,"SH(III), GHE(IV)","B, C, O, P, S",46.83333,10.38333
70148406,Schlachtlokal Ziefen,Hauptstrasse 103,4417.0,Ziefen BL,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",47.4235928,7.697005
41402754,Schmid Metzgerei Biberen AG,Bernstrasse 92,3206.0,Biberen BE,SH,SH(III),"B, C, O, P",46.940267,7.215315
61240850,Schmied Bruno,Dorfstrasse 18,3633.0,Amsoldingen BE,SH,,"B, C, O, P",46.7278374,7.5819779
42425737,Schneider Hans,Brandhof ,4312.0,Magden AG,SH,"SH(II), GHE(IV)","B, C, O, P, S",47.52868,7.81128
70654207,Schneider Heinz,Kappelenstrasse 28,3472.0,Wynigen BE,SH,SH(III),"B, C, O, P",47.1050781,7.6733896
46906385,Scholl Fleisch- &amp; Feinkost AG André Scholl,Kronengasse 3,2545.0,Selzach SO,SH,"SH(II), SH(III)","B, C, O, P",47.2070447,7.4527759
43212174,Schuler Meinrad,Waagtalstrasse 82,8842.0,Unteriberg SZ,SH,,"B, C, O, P",47.0366961,8.8044539
80615769,Schwander Urs,Walterswilerstrasse 10,5746.0,Walterswil SO SO,SH,"SH(II), SH(III)","B, C, O, P",47.3236553,7.9598987
63304229,Schwarzer Raphael,Trüttlikon 12,8524.0,Uesslingen TG,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P",47.5955237,8.8189147
70148888,Schwendi-Metzg GmbH,Schwendi 308,3625.0,Heiligenschwendi BE,SH,SH(II),"B, C, O, P",46.7495458,7.6903963
70736226,Schärer Fleischverarbeitungen GmbH,Sensebrücke 17,3176.0,Neuenegg FR,"SH, CP","SH(III), CP(III)","B, C, O, P, S",46.8926112,7.3013475
52227997,Service intercommunal de gestion SIGE,Quai Maria-Belgia 18,1800.0,Vevey VD,"SH, CP",,"B, C, O, P, S",46.4608274,6.8362839
70425416,Signer-Frick Peter,"Ochsen, Unterdorf 20",9105.0,Schönengrund AR,SH,"SH(II), SH(III), GHE(IV), PP(VI)","B, C, O, P, S",47.00016,8.01427
64428066,SILA AG,Gewerbestr. 4,4446.0,Buckten BL,"SH, CP",,"B, C, O",47.4099,7.84481
74903220,Sonnay Eric,La Dausaz 1,1607.0,Les Tavernes VD,"SH, CP",SH(II),"B, C, O, P, S",46.5521018,6.7992614
44245815,Spuhler Daniel,Unterer Berghof 90,5465.0,Mellikon AG,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",47.5614345,8.3535101
70148605,Stachel-Holdener Josef,Firststrasse 7,8835.0,Feusisberg SZ,SH,,"B, C, O, P",47.1893676,8.7382645
CH64016213,Stadelmann Joseph,Route des Fontaines 22,2952.0,Cornol JU,SH,,"B, C, O, P",47.406948,7.1618177
52126472,Sté coopérative de l'abattoir régional d'Orbe,Ch. de l'Etraz 19,1350.0,Orbe VD,"SH, CP","SH(III), CP(III), GHE(IV)","B, C, O, P, S",46.7201198,6.5392719
70147842,Sté coopérative de l'abattoir régional GPEO,Rte des Ouges 18,1660.0,Les Moulins VD,"SH, CP",,"B, C, O, P, S",46.4632396,7.1047762
64960113,Sté coopérative des Abattoirs,Ch. de Trérayer 2,1880.0,Les Posses-sur-Bex VD,SH,,"B, C, O, P, S",46.271622,7.0413487
A10859694,Stocker Simon,Sennhus 4,8820.0,Wädenswil ZH,SH,SH(III),"B, O",47.219907,8.6284029
ZB-10859694,Stocker Simon,Sennhus 4,8820.0,Wädenswil ZH,SH,,B,47.219907,8.6284029
40973797,Sturzenegger Kurt,Sonnhaldenstrasse 1,8370.0,Sirnach TG,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P",47.4634693,8.9878911
43363946,Styger Bruno,Gisenrütistr. 80,8820.0,Wädenswil ZH,SH,"SH(II), SH(III)","B, C, O, P, S",47.2041478,8.6554952
62474159,Störmetzgerei Pfäfers,Ausserdorfstrasse 1,7312.0,Pfäfers SG,SH,SH(III),"B, C, O, P, S",46.9890464,9.4991345
93502924,Säntis Metzgerei AG,Dorf 813,9064.0,Hundwil AR,SH,"SH(II), GHE(IV), PP(VI)","B, C, O, P",47.00016,8.01427
41305370,Thoma &amp; Liechti Fleisch AG,,3308.0,Grafenried BE,SH,SH(II),"B, C, O, P",47.07654,7.51471
91604182,Tierpark Lange Erlen,Erlenparkweg 110,4058.0,Basel BS,"SH, CP","SH(II), CP(II), SH(III), CP(III), CP(IV), GHE(IV)","B, C, O, P",47.5742216,7.6084815
TI70678585,Tognetti Tessa,Via al Ticino 6,6592.0,S. Antonino TI,SH,,"B, C, O, P, S",46.1622625,8.9714339
53577205,Tschumi Christian GmbH,Unterdorfstrasse 52,4244.0,Röschenz BL,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",47.4238855,7.4778579
81047276,Ueli Hof AG,Ueli Hof AG Schlachtbetrieb ,6030.0,Ebikon LU,SH,,"B, C, O, P",47.07937,8.34041
52616580,Universität ZH Vetsuisse Fakultät,Winterthurerstr. 204,8057.0,Zürich ZH,SH,"SH(II), SH(III)","B, C, O, P, S",47.3998553,8.5497054
70147989,Urich Fleisch und Feines GmbH,Mitteldorf 3,4314.0,Zeiningen AG,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",47.5414077,7.8700891
CH41457439,Vallat Yannick,Rue de la Terrière ,2915.0,Bure JU,SH,SH(II),"B, C, O, P",47.44165,7.00748
CH61800956,Vanhouteghem Michel,Faubourg de France 19,2900.0,Porrentruy JU,SH,,"B, C, O, P, S",,
70149258,Verein Regionalschlachthaus Agasul,Vogtacherstr. 1,8308.0,Agasul ZH,SH,"SH(II), SH(III)","B, C, O, P, S",47.4249394,8.7437136
70600311,Viehverwertung Fischenthal,Tösstalstr. 428,8497.0,Fischenthal ZH,SH,"SH(II), SH(III)","B, C, O, P, S",47.3348337,8.9229524
41685362,Vonwyl Fleisch GmbH,Alberswilerstr. 7,6218.0,Ettiswil LU,"SH, CP",PP(VI),"B, C, O, P",47.1495355,8.0160563
81800763,VVK Viehversicherungskassen,Bahnhofstrasse 4,3465.0,Dürrenroth BE,SH,,"B, C, O, P",47.0912218,7.7936692
70593633,Vögele Rolf,Gibriststrasse 10,5317.0,Hettenschwil AG,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",47.5740649,8.2029075
ZB-70149237,Wanger's Landmetzg AG,Wangen 17,8127.0,Forch ZH,SH,,B,47.321149,8.6396045
70149237,Wanger's Landmetzg AG,Wangen 17,8127.0,Forch ZH,SH,"SH(II), SH(III)","B, C, O, P, S",47.321149,8.6396045
80603407,Weber Jakob,Aewilerstrasse 1,9608.0,Ganterschwil SG,SH,,"B, C, O, P",47.3805943,9.0902903
45848690,Weber Jakob,Gotthardstrasse 3,6415.0,Arth SZ,SH,,"B, C, O, P",47.0525135,8.541752
45101487,Wechsler Metzg AG,Dorf ,6244.0,Nebikon LU,SH,,"B, C, O, P, S",47.19257,7.97806
42135031,Wernli Roger,Gansingerstrasse 20,5236.0,Remigen AG,SH,"SH(II), SH(III), GHE(IV)","B, C, O, P, S",47.5159651,8.1895692
42674660,Wicki - Stalder Walter,Dürrenbachtempel ,6192.0,Wiggen LU,SH,,"B, C, O, P",46.89628,7.90876
41015272,Widmer Urs,Hintergasse 3,9620.0,Lichtensteig SG,SH,SH(II),"B, C, O, P",47.3232388,9.086804
46733798,Wildmanufaktur und Pferdemetzgerei Arn GmbH,Teufenthalerstrasse 27,5724.0,Dürrenäsch AG,SH,"SH(III), GHE(IV)","B, C, O, P, S",47.3218721,8.1512655
70218351,Winkler Fleisch und Vieh AG,Bielstrasse 49a,3250.0,Lyss BE,SH,,"B, C, O, P, S",47.077726,7.30209
50358303,Wiprächtiger AG,Dorfstrasse 40,6133.0,Hergiswil b. Willisau LU,"SH, CP",,"B, C, O, P, S",47.0834965,7.9559321
79618227,Ürmetzg AG,Giessenstrasse 44,6460.0,Altdorf UR UR,SH,,"B, C, O, P",46.8860106,8.6265262
53159495,Zeller Michael,Juggen ,9204.0,Andwil SG SG,SH,,"B, C, O, P",47.43855,9.27637
68684060,Zett Michael &amp; Pirmin,Hirschlenstrasse 5,8864.0,Reichenburg SZ,SH,,"B, C, O, P",47.1735105,8.98037
79870279a,Zusatzbewilligung Hoftötung,,8242.0,Bibern SH SH,SH,,,47.77291,8.6762